Candidate Name,Office,Region,Question Order,Question,Answer,URL
Mark Anthony Figueroa,Pasco City Council District 1,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Figueroa completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Mark_Anthony_Figueroa_(Pasco_City_Council_District_1_Position_1,_Washington,_candidate_2025)"
Melissa Blasdel,Pasco City Council District 6,Pasco,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Melissa Blasdel has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Melissa_Blasdel_(Pasco_City_Council_District_6_Position_6,_Washington,_candidate_2025)"
Melissa Blasdel,Pasco City Council District 6,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Blasdel completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Melissa_Blasdel_(Pasco_City_Council_District_6_Position_6,_Washington,_candidate_2025)"
Pete Serrano,Pasco City Council District 4,Pasco,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Pete Serrano has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Pete_Serrano_(Pasco_City_Council_District_4_Position_4,_Washington,_candidate_2025)"
Pete Serrano,Pasco City Council District 4,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Serrano completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Pete_Serrano_(Pasco_City_Council_District_4_Position_4,_Washington,_candidate_2025)"
Scott Lehrman,Pasco School Board At-Large Position 5,Pasco,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Scott Lehrman has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Scott_Lehrman_(Pasco_School_District_school_board_Position_5_At-large,_Washington,_candidate_2025)"
Scott Lehrman,Pasco School Board At-Large Position 5,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Lehrman completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Scott_Lehrman_(Pasco_School_District_school_board_Position_5_At-large,_Washington,_candidate_2025)"
Steve Christensen,Pasco School Board District 3,Pasco,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Steve Christensen has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Steve_Christensen_(Pasco_School_District_school_board_District_3,_Washington,_candidate_2025)"
Steve Christensen,Pasco School Board District 3,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Christensen completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Steve_Christensen_(Pasco_School_District_school_board_District_3,_Washington,_candidate_2025)"
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Valerie Torres has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Valerie_Torres_(Pasco_School_District_school_board_Position_5_At-large,_Washington,_candidate_2025)"
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Torres completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Valerie_Torres_(Pasco_School_District_school_board_Position_5_At-large,_Washington,_candidate_2025)"
Bonnie Mitchell,Richland School Board Position 1,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Bonnie Mitchell has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Bonnie_Mitchell_(Richland_School_District_school_board_Position_1,_Washington,_candidate_2025)"
Bonnie Mitchell,Richland School Board Position 1,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Mitchell completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Bonnie_Mitchell_(Richland_School_District_school_board_Position_1,_Washington,_candidate_2025)"
Colin Michael,Richland City Council Position 7,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Colin Michael has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Colin_Michael_(Richland_City_Council_Position_7,_Washington,_candidate_2025)"
Colin Michael,Richland City Council Position 7,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Michael completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Colin_Michael_(Richland_City_Council_Position_7,_Washington,_candidate_2025)"
Donald Landsman,Richland City Council Position 4,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Donald Landsman has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Donald_Landsman_(Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Donald Landsman,Richland City Council Position 4,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Landsman completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Donald_Landsman_(Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Jacques Bakhazi,Richland School Board Position 1,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Jacques Bakhazi has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Jacques_Bakhazi_(Richland_School_District_school_board_Position_1,_Washington,_candidate_2025)"
Jacques Bakhazi,Richland School Board Position 1,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Bakhazi completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Jacques_Bakhazi_(Richland_School_District_school_board_Position_1,_Washington,_candidate_2025)"
John Maier,Richland City Council Position 4,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection John Maier has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/John_Maier_(Richland_City_Council_Position_4,_Washington,_candidate_2025)"
John Maier,Richland City Council Position 4,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Maier completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/John_Maier_(Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Kurt H Maier,Richland City Council Position 6,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Kurt H. Maier has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Kurt_H._Maier_(Richland_City_Council_Position_6,_Washington,_candidate_2025)"
Kurt H Maier,Richland City Council Position 6,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Maier completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Kurt_H._Maier_(Richland_City_Council_Position_6,_Washington,_candidate_2025)"
Kyle Saltz,Richland City Council Position 6,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Kyle Saltz has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Kyle_Saltz_(Richland_City_Council_Position_6,_Washington,_candidate_2025)"
Kyle Saltz,Richland City Council Position 6,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Saltz completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Kyle_Saltz_(Richland_City_Council_Position_6,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,1,Who are you? Tell us about yourself.,"I came to Richland to student-teach and have been here ever since. I taught sixth grade at Jefferson Elementary, met my husband, raised three children, and now enjoy time with my grandsons. I also perform music on the piano and the accordion because I believe in the value of music ministry; that it makes people happier and more connected. Over 50 years, I’ve seen what makes Richland so special: miles of public shoreline with parks and trails, outstanding job opportunities in our clean nuclear industry, world-class wine production, the innovative minds at PNNL, and our strong agricultural base. Our mighty Columbia River supports it all — providing recreation, power, and irrigation — and will help Richland continue to grow and prosper. I’m running for City Council because I want future generations to have good jobs, affordable housing, and a community they are proud to call home.","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Safety • Keep Richland safe from crime • Improve pedestrian and bicycle safetyQuality of Life • Support local businesses and affordable housing by reducing unnecessary permits and regulations • Maintain and improve parks • Address homelessness with mental health and addiction treatment support • Encourage community-building events like Alive at Five, Cool Desert Nights, and Ironman • Promote walkable neighborhoods while protecting small local businessesFiscal Responsibility • Protect taxpayer dollars • Eliminate waste so we can fund the fun, meaningful programs that build community","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,3,What areas of public policy are you personally passionate about?,"I am personally passionate about protecting what makes Richland special: our riverfront parks and miles of walking and biking paths. I am also passionate about making housing more affordable—especially in the older neighborhoods of Richland, where revitalization can bring new life while honoring existing character. I also care deeply about preserving and creating walkable communities, where people can easily access essential services on foot. As our city grows, I believe we must manage that growth responsibly, with thoughtful planning that balances development with livability. Growth is coming—let’s manage it responsibly.","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,4,"Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?",US Constitution and Bill of Rights,"https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,5,What characteristics or principles are most important for an elected official?,"An elected official should be honest, transparent, and committed to listening. It’s important to study both sides of every issue with an open mind, respect differing views, and make decisions based on facts and the long-term good of the whole community. And above all, an official must uphold the laws and governing structures that guide our city.","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,6,What do you believe are the core responsibilities for someone elected to this office?,"Core Responsibilities of a Richland City Council Member: 1. Set Local Policy – Develop and adopt city policies, ordinances, and resolutions that guide the city’s operations and future direction. 2. Approve the City Budget – Review and approve the city’s annual budget to ensure responsible use of taxpayer dollars and alignment with community priorities. 3. Represent the Community – Listen to residents, attend public meetings, and bring forward community concerns to ensure all voices are heard in city decisions. 4. Oversee City Services – Monitor the performance of essential services such as public safety, utilities, parks, planning, and infrastructure. 5. Guide Land Use and Growth – Make decisions about zoning, development, and housing that shape how the city grows and maintains livability. 6. Work with Regional Partners – Collaborate with neighboring cities, Benton County, and regional organizations on shared challenges and opportunities. 7. Appoint City Officials and Committees – Select individuals to serve on city boards and commissions and help guide city administration.","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Pat Holten,Richland City Council Position 3,Richland,7,What is something that has been a struggle in your life?,"One struggle I’ve faced—and still work through—is staying focused without being pulled off course by self-doubt. Like many people, I sometimes question whether I’m doing enough or doing things the right way. But I’ve learned to keep showing up and keep chipping away at a task, even when it feels hard. That persistence has helped me turn uncertainty into motivation—to listen more carefully, prepare more thoroughly, and lead with humility.","https://ballotpedia.org/Pat_Holten_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Rick Jansons,Richland School Board Position 2,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Rick Jansons has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Rick_Jansons_(Richland_School_District_school_board_Position_2,_Washington,_candidate_2025)"
Rick Jansons,Richland School Board Position 2,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Jansons completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Rick_Jansons_(Richland_School_District_school_board_Position_2,_Washington,_candidate_2025)"
Robert Walko,Richland City Council Position 3,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Robert Walko has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Robert_Walko_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Robert Walko,Richland City Council Position 3,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Walko completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Robert_Walko_(Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Ryan Whitten,Richland City Council Position 7,Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection Ryan Whitten has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/Ryan_Whitten_(Richland_City_Council_Position_7,_Washington,_candidate_2025)"
Ryan Whitten,Richland City Council Position 7,Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Whitten completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/Ryan_Whitten_(Richland_City_Council_Position_7,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,1,Who are you? Tell us about yourself.,"I’ve called West Richland home long enough to remember when the bridge into town was just two lanes, the library had its patchwork carpet, and you could shop at Mel’s. As a kid, I even spent afternoons playing with kittens at the old hardware store. Over the years I’ve watched our city grow with new schools, new neighborhoods, and even a grocery store again, yet through it all, West Richland has held onto the small-town character that makes it special. My family has lived here since the 1970s, and my dad briefly served on City Council when I was young. With 30+ years here myself, I bring both a long history in our community and a clear vision for its future. Professionally, I work as an IT Engineer at Pacific Northwest National Laboratory. My path has been diverse, from cake decorator and barista to marketing and design professional to railcar accountant. I’ve worked for small local businesses, government, and large corporations, giving me a broad understanding of how organizations run and how decisions affect people’s daily lives. I’ve also served our community on the West Richland Parks & Recreation Board, Planning Commission, Richland Parks & Recreation Commission, and the Mid-Columbia Symphony Board. These roles have given me firsthand experience in how local policy shapes neighborhoods, recreation, and quality of life. I’m running for City Council to protect what makes West Richland home while planning smart for the growth ahead.","https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Smart Growth, Small-Town Character West Richland is growing, and pretending it isn’t is how communities end up with poor planning and traffic headaches. I’ve lived here for 30+ years, and I believe we can welcome growth while protecting the small-town character that makes this home. By planning smart, investing in infrastructure, and protecting our parks and open spaces, we can ensure West Richland grows stronger without losing what makes it special.Fireworks & Community Safety I love celebrating the 4th of July and enjoying a fireworks show, but this year proved how dangerous things can get in the wrong conditions. A total ban sounds simple enforcement doesn't seem realistic. I support limiting the days and hours fireworks can be used, cracking down on reckless behavior, changing what fireworks are legal, and aligning our fireworks and noise codes so they’re clear and enforceable. Let’s keep the fun while protecting our neighborhoods.Fiscal Responsibility & Transparency City government needs to do more with what we have, not ask for more. I’ll fight to keep taxes low while ensuring public safety, infrastructure, and parks are prioritized. That means audits, competitive bidding, and expanding our tax base through smart development. I also believe residents deserve transparency: easy-to-understand updates, open workshops, and clear processes so everyone has a voice in shaping our future.","https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,3,What areas of public policy are you personally passionate about?,"I’m passionate about smart growth, community safety, and transparency in local government. West Richland is growing quickly, and if we don’t plan carefully, we risk losing the small-town character that makes this place special. I want to make sure development comes with the infrastructure, parks, and open spaces we need to keep quality of life high. Community safety is also critical, from supporting our police and firefighters to addressing real concerns like fireworks and wildfire risks. Finally, I believe government works best when residents are informed and involved. I’m passionate about improving communication, making city processes easier to understand, and ensuring people have a voice in the decisions that shape their neighborhoods.","https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,4,What characteristics or principles are most important for an elected official?,"Integrity, common sense, and accountability are the qualities I value most in public service. Elected officials should listen first, make decisions based on facts and community values, and be willing to explain those decisions clearly. It’s important to approach issues with transparency and honesty, even when the answers aren’t easy. I also believe an effective leader has to balance long-term planning with practical solutions that work today — thinking ahead while protecting what makes our community strong right now. Most importantly, an elected official should remember they serve their neighbors, not a political party or personal agenda.","https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,5,What was your very first job? How long did you have it?,I worked at Baskin Robbins in high school.,"https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
Braden Sloughter,West Richland City Council Position 4,West Richland,6,What organizations or individuals have endorsed your campaign?,Tri-City Association of Realtors,"https://ballotpedia.org/Braden_Sloughter_(West Richland_City_Council_Position_4,_Washington,_candidate_2025)"
David Cole,West Richland City Council Position 3,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection David Cole has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/David_Cole_(West Richland_City_Council_Position_3,_Washington,_candidate_2025)"
David Cole,West Richland City Council Position 3,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Cole completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/David_Cole_(West Richland_City_Council_Position_3,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,1,Who are you? Tell us about yourself.,"I am a U.S. Navy veteran and a retired Special-Agent-in-Charge of the Federal Bureau of Investigation. My family and I moved to West Richland, WA, in 2009 after my retirement from the FBI, where I began work as a national security program manager at the Pacific Northwest National Laboratory until retirement in 2019. My wife and I have two adult sons who both serve on active duty - one with the U.S. Army and the other with the U.S. Navy.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"West Richland will continue to experience rapid population growth in the years ahead and my leadership as mayor in our city’s planning and future development will help balance residential, commercial, and recreational needs while addressing infrastructure and public safety requirements. I possess the qualities essential for an effective mayor (or any other city leader), which include collaboration, mutual respect, influence, courage, combined with the ability to solve complex problems and deliver practical solutions that will benefit the City of West Richland.It is argued West Richland needs to change its current form of government because the city has grown too large for one person to effectively manage. In fact, our present form of city government, the Mayor-Council structure, is the most common form of government in Washington with 228 cities, or MORE THAN 81 PERCENT OF ALL WASHINTON CITIES, using this model. Further the size of the city is irrelevant as even many of our state's largest cities are Mayor-Council communities. As a city manager will cost us more than $200,000 each year, the money needed for this position doesn't exist in our city budget without dramatic cuts in other areas. In summary, this impractical idea has not been vetted or thoroughly considered to any extent.My life is one of public service, and giving back to our community is why I first volunteered to serve on the West Richland Planning Commission and later run for City Council. Presently, I also serve on the governor's Forensic Advisory Council, our state's Emergency Management Council, and the Benton County Law and Justice Council. Several years ago, my fellow councilmembers unanimously chose me as our city's Mayor pro tem and, in addition, my peers across Washington State elected me as President of the Association of Washington Cities (AWC) in June. I am committed to the thoughtful and pragmatic stewardship of our great community.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,3,What areas of public policy are you personally passionate about?,"As a passionate advocate for my city, some of my leading public policy issues are in areas which include public safety, affordable housing, infrastructure development and transportation improvements: These policy priorities reflect my commitment to enhancing the quality of life in West Richland and across Washington State through focus on public safety, housing, infrastructure, and transportation needs.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,4,What characteristics or principles are most important for an elected official?,"It is extremely important for any mayor (as the city's chief executive officer) to possess the background, education, ability and experience to effectively manage city staff and ensure the services every citizen expects and needs are delivered every day.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,5,What is the first historical event that happened in your lifetime that you remember? How old were you at the time?,"One of the first major historical events i remember is Neil Armstrong’s walk on the moon on July 20, 1969, during the Apollo 11 mission. This event was an extraordinary milestone in human history and space exploration. Alongside Buzz Aldrin, Armstrong walked on the lunar surface and Michael Collins orbited above, while millions worldwide watched in awe - including me! This monumental event captured the achievement not only of landing on another celestial body but also of American ingenuity, teamwork and determination. The moon landing inspired me as it symbolized the potential of scientific and technological progress. For me, it remains a lasting memory and a testament to humanity’s need and desire to explore the unknown.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,6,What do you love most about your city?,"Some of my favorite aspects of West Richland include our community’s family focus, the plentiful parks, our extensive pathways, several great schools, the many outdoor sport and recreational opportunities as well as our wide range of housing options available in a safe, inviting, family-oriented suburban community. These are many of the key attributes which draw individuals to move to our city, including my family and I when we moved to West Richland in 2009.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,7,What do you perceive to be your city's greatest challenges over the next decade?,"My top concern is the lack of sufficient retail sales tax base to adequately fund park and road maintenance, police services and other critical aspects of our city operations. Cities and towns in Washington State rely on two major revenue sources for general funds – property taxes and sales tax. Our property taxes are already too high and increased sales tax revenue from business development will help to prevent potential future property tax increases. Fortunately, our city’s Community Development Director and his team are working diligently to expand our sales tax base by actively soliciting new business. Development of the Lewis and Clark Ranch, already underway, will provide increased opportunity for businesses to locate in West Richland. Working closely with TRIDEC, our region’s economic development council, and our regional and local Chambers of Commerce, in concert with my recent election as President of the Association of Washington Cities, will provide increased visibility to businesses considering becoming part of our city.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
Fred Brink,West Richland Mayor,West Richland,8,What organizations or individuals have endorsed your campaign?,"More than 23 current or former elected officials across Washington State, as well as several labor and business organizations.","https://ballotpedia.org/Fred_Brink_(Mayor_of_West_Richland,_Washington,_candidate_2025)"
John Smart,West Richland City Council Position 1,West Richland,1,Ballotpedia survey responses,"See also: Ballotpedia's Candidate Connection John Smart has not yet completed Ballotpedia's Candidate Connection survey. Who fills out Ballotpedia's Candidate Connection survey? Any candidate running for elected office, at any level, can complete Ballotpedia's Candidate Survey. Completing the survey will update the candidate's Ballotpedia profile, letting voters know who they are and what they stand for. More than candidates have taken Ballotpedia's candidate survey since we launched it in 2015. Learn more about the survey here. Help improve Ballotpedia - send us candidate contact info.","https://ballotpedia.org/John_Smart_(West Richland_City_Council_Position_1,_Washington,_candidate_2025)"
John Smart,West Richland City Council Position 1,West Richland,2,Other survey responses,"Ballotpedia identified the following surveys, interviews, and questionnaires Smart completed for other organizations. If you are aware of a link that should be added, email us. VoteWA Profile","https://ballotpedia.org/John_Smart_(West Richland_City_Council_Position_1,_Washington,_candidate_2025)"
